0.005 2.122e-314 2.122e-314
0.505 2.122e-314 2.122e-314
1.005 2.122e-314 2.122e-314
1.505 2.122e-314 2.122e-314
2.005 2.122e-314 2.122e-314
2.505 2.122e-314 2.122e-314
3.005 2.122e-314 2.122e-314
3.505 2.122e-314 2.122e-314
4.005 2.122e-314 2.122e-314
4.505 2.122e-314 2.122e-314
5.005 2.122e-314 2.122e-314
5.505 2.122e-314 2.122e-314
6.005 2.122e-314 2.122e-314
6.505 2.122e-314 2.122e-314
7.005 2.122e-314 2.122e-314
7.505 2.122e-314 2.122e-314
8.005 2.122e-314 2.122e-314
8.505 2.122e-314 2.122e-314
9.005 2.122e-314 2.122e-314
9.505 2.122e-314 2.122e-314
10.005 2.122e-314 2.122e-314
10.505 2.122e-314 2.122e-314
11.005 2.122e-314 2.122e-314
11.505 2.122e-314 2.122e-314
12.005 2.122e-314 2.122e-314
12.505 2.122e-314 2.122e-314
13.005 2.122e-314 2.122e-314
13.505 2.122e-314 2.122e-314
14.005 2.122e-314 2.122e-314
14.505 2.122e-314 2.122e-314
15.005 2.122e-314 2.122e-314
15.505 2.122e-314 2.122e-314
16.005 2.122e-314 2.122e-314
16.505 2.122e-314 2.122e-314
17.005 2.122e-314 2.122e-314
17.505 2.122e-314 2.122e-314
18.005 2.122e-314 2.122e-314
18.505 2.122e-314 2.122e-314
19.005 2.122e-314 2.122e-314
19.505 2.122e-314 2.122e-314
20.005 2.122e-314 2.122e-314
20.505 2.122e-314 2.122e-314
21.005 2.122e-314 2.122e-314
21.505 2.122e-314 2.122e-314
22.005 2.122e-314 2.122e-314
22.505 2.122e-314 2.122e-314
23.005 2.122e-314 2.122e-314
23.505 2.122e-314 2.122e-314
24.005 2.122e-314 2.122e-314
24.505 2.122e-314 2.122e-314
25.005 2.122e-314 2.122e-314
25.505 2.122e-314 2.122e-314
26.005 2.122e-314 2.122e-314
26.505 2.122e-314 2.122e-314
27.005 2.122e-314 2.122e-314
27.505 2.122e-314 2.122e-314
28.005 2.122e-314 2.122e-314
28.505 2.122e-314 2.122e-314
29.005 2.122e-314 2.122e-314
29.505 2.122e-314 2.122e-314
30.005 2.122e-314 2.122e-314
30.505 2.122e-314 2.122e-314
31.005 2.122e-314 2.122e-314
31.505 2.122e-314 2.122e-314
32.005 2.122e-314 2.122e-314
32.505 2.122e-314 2.122e-314
33.005 2.122e-314 2.122e-314
33.505 2.122e-314 2.122e-314
34.005 2.122e-314 2.122e-314
34.505 2.122e-314 2.122e-314
35.005 2.122e-314 2.122e-314
35.505 2.122e-314 2.122e-314
36.005 2.122e-314 2.122e-314
36.505 2.122e-314 2.122e-314
37.005 2.122e-314 2.122e-314
37.505 2.122e-314 2.122e-314
38.005 2.122e-314 2.122e-314
38.505 2.122e-314 2.122e-314
39.005 2.122e-314 2.122e-314
39.505 2.122e-314 2.122e-314
40.005 2.122e-314 2.122e-314
40.505 2.122e-314 2.122e-314
41.005 2.122e-314 2.122e-314
41.505 2.122e-314 2.122e-314
42.005 2.122e-314 2.122e-314
42.505 2.122e-314 2.122e-314
43.005 2.122e-314 2.122e-314
43.505 2.122e-314 2.122e-314
44.005 2.122e-314 2.122e-314
44.505 2.122e-314 2.122e-314
45.005 2.122e-314 2.122e-314
45.505 2.122e-314 2.122e-314
46.005 2.122e-314 2.122e-314
46.505 2.122e-314 2.122e-314
47.005 2.122e-314 2.122e-314
47.505 2.122e-314 2.122e-314
48.005 2.122e-314 2.122e-314
48.505 2.122e-314 2.122e-314
49.005 2.122e-314 2.122e-314
49.505 2.122e-314 2.122e-314
50.005 2.122e-314 2.122e-314
50.505 2.122e-314 2.122e-314
51.005 2.122e-314 2.122e-314
51.505 2.122e-314 2.122e-314
52.005 2.122e-314 2.122e-314
52.505 2.122e-314 2.122e-314
53.005 2.122e-314 2.122e-314
53.505 2.122e-314 2.122e-314
54.005 2.122e-314 2.122e-314
54.505 2.122e-314 2.122e-314
55.005 2.122e-314 2.122e-314
55.505 2.122e-314 2.122e-314
56.005 2.122e-314 2.122e-314
56.505 2.122e-314 2.122e-314
57.005 2.122e-314 2.122e-314
57.505 2.122e-314 2.122e-314
58.005 2.122e-314 2.122e-314
58.505 2.122e-314 2.122e-314
59.005 2.122e-314 2.122e-314
59.505 2.122e-314 2.122e-314
60.005 2.122e-314 2.122e-314
60.505 2.122e-314 2.122e-314
61.005 2.122e-314 2.122e-314
61.505 2.122e-314 2.122e-314
62.005 2.122e-314 2.122e-314
62.505 2.122e-314 2.122e-314
63.005 2.122e-314 2.122e-314
63.505 2.122e-314 2.122e-314
64.005 2.122e-314 2.122e-314
64.505 2.122e-314 2.122e-314
65.005 2.122e-314 2.122e-314
65.505 2.122e-314 2.122e-314
66.005 2.122e-314 2.122e-314
66.505 2.122e-314 2.122e-314
67.005 2.122e-314 2.122e-314
67.505 2.122e-314 2.122e-314
68.005 2.122e-314 2.122e-314
68.505 2.122e-314 2.122e-314
69.005 2.122e-314 2.122e-314
69.505 2.122e-314 2.122e-314
70.005 2.122e-314 2.122e-314
70.505 2.122e-314 2.122e-314
71.005 2.122e-314 2.122e-314
71.505 2.122e-314 2.122e-314
72.005 2.122e-314 2.122e-314
72.505 2.122e-314 2.122e-314
73.005 2.122e-314 2.122e-314
73.505 2.122e-314 2.122e-314
74.005 2.122e-314 2.122e-314
74.505 2.122e-314 2.122e-314
75.005 2.122e-314 2.122e-314
75.505 2.122e-314 2.122e-314
76.005 2.122e-314 2.122e-314
76.505 2.122e-314 2.122e-314
77.005 2.122e-314 2.122e-314
77.505 2.122e-314 2.122e-314
78.005 2.122e-314 2.122e-314
78.505 2.122e-314 2.122e-314
79.005 2.122e-314 2.122e-314
79.505 2.122e-314 2.122e-314
80.005 2.122e-314 2.122e-314
80.505 2.122e-314 2.122e-314
81.005 2.122e-314 2.122e-314
81.505 2.122e-314 2.122e-314
82.005 2.122e-314 2.122e-314
82.505 2.122e-314 2.122e-314
83.005 2.122e-314 2.122e-314
83.505 2.122e-314 2.122e-314
84.005 2.122e-314 2.122e-314
84.505 2.122e-314 2.122e-314
85.005 2.122e-314 2.122e-314
85.505 2.122e-314 2.122e-314
86.005 2.122e-314 2.122e-314
86.505 2.122e-314 2.122e-314
87.005 2.122e-314 2.122e-314
87.505 2.122e-314 2.122e-314
88.005 2.122e-314 2.122e-314
88.505 2.122e-314 2.122e-314
89.005 2.122e-314 2.122e-314
89.505 2.122e-314 2.122e-314
90.005 2.122e-314 2.122e-314
90.505 2.122e-314 2.122e-314
91.005 2.122e-314 2.122e-314
91.505 2.122e-314 2.122e-314
92.005 2.122e-314 2.122e-314
92.505 2.122e-314 2.122e-314
93.005 2.122e-314 2.122e-314
93.505 2.122e-314 2.122e-314
94.005 2.122e-314 2.122e-314
94.505 2.122e-314 2.122e-314
95.005 2.122e-314 2.122e-314
95.505 2.122e-314 2.122e-314
96.005 2.122e-314 2.122e-314
96.505 2.122e-314 2.122e-314
97.005 2.122e-314 2.122e-314
97.505 2.122e-314 2.122e-314
98.005 2.122e-314 2.122e-314
98.505 2.122e-314 2.122e-314
99.005 2.122e-314 2.122e-314
99.505 2.122e-314 2.122e-314
100.005 2.122e-314 2.122e-314
100.505 2.122e-314 2.122e-314
101.005 2.122e-314 2.122e-314
101.505 2.122e-314 2.122e-314
102.005 2.122e-314 2.122e-314
102.505 2.122e-314 2.122e-314
103.005 2.122e-314 2.122e-314
103.505 2.122e-314 2.122e-314
104.005 2.122e-314 2.122e-314
104.505 2.122e-314 2.122e-314
105.005 2.122e-314 2.122e-314
105.505 2.122e-314 2.122e-314
106.005 2.122e-314 2.122e-314
106.505 2.122e-314 2.122e-314
107.005 2.122e-314 2.122e-314
107.505 2.122e-314 2.122e-314
108.005 2.122e-314 2.122e-314
108.505 2.122e-314 2.122e-314
109.005 2.122e-314 2.122e-314
109.505 2.122e-314 2.122e-314
110.005 2.122e-314 2.122e-314
110.505 2.122e-314 2.122e-314
111.005 2.122e-314 2.122e-314
111.505 2.122e-314 2.122e-314
112.005 2.122e-314 2.122e-314
112.505 2.122e-314 2.122e-314
113.005 2.122e-314 2.122e-314
113.505 2.122e-314 2.122e-314
114.005 2.122e-314 2.122e-314
114.505 2.122e-314 2.122e-314
115.005 2.122e-314 2.122e-314
